cntr_01,dist_x,pang_x,catalogid,ra,dec,gaia_dr3_source_id,snr_snowwhite,wd_type,teff_snowwhite,e_teff_snowwhite,logg_snowwhite,e_logg_snowwhite,spec_file,sn_median_all,mjd,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
7695,0.203116,79.724314,5188440485,226.27565002,32.9998703,1.2890206731E+018,148.88829041,DA,9551.8925781,2.1874859333,8.1039180756,0.000044119537051,spec-015271-59327-5188440485.fits,68.103004456,59327,J150506.17+325959.5,226.2757162,32.9998804,0.1195,0.1212,-0.0182,14.666,0.027,39.6,0.8989,14.5,0.039,27.8,0.9379,13.309,null,0.6,1.013,9.913,null,-0.8,1.003,1,0,0,0,0,0,00P0,0,00nn,11,47,47,40,47,0,47,0,47,239458579,15.778,0.065,15.266,0.087,14.813,0.104
7696,0.203116,79.724314,5188440485,226.27565002,32.9998703,1.2890206731E+018,148.88829041,DA,9551.8925781,2.1874859333,8.1039180756,0.000044119537051,spec-015271-59361-5188440485.fits,36.12260437,59361,J150506.17+325959.5,226.2757162,32.9998804,0.1195,0.1212,-0.0182,14.666,0.027,39.6,0.8989,14.5,0.039,27.8,0.9379,13.309,null,0.6,1.013,9.913,null,-0.8,1.003,1,0,0,0,0,0,00P0,0,00nn,11,47,47,40,47,0,47,0,47,239458579,15.778,0.065,15.266,0.087,14.813,0.104
7736,0.762041,155.553266,2.7021597907E+016,261.82659912,78.702461243,1.7055864931E+018,59.029430389,DA,12829.113281,36.22416687,7.9462599754,0.000032554307836,spec-100159-59647-27021597906814579.fits,41.780281067,59647,J172718.49+784208.1,261.8270463,78.7022685,0.2885,0.2968,-0.074,16.495,0.051,21.1,0.8551,16.738,0.176,6.2,0.9912,13.724,null,-0.3,0.9543,10.045,null,-0.1,1.009,1,0,0,0,0,0,0,0,0nnn,0,25,71,3,71,1,67,0,67,717144354,16.277,0.129,16.026,0.212,16.216,null
7737,0.762041,155.553266,2.7021597907E+016,261.82659912,78.702461243,1.7055864931E+018,59.029430389,DA,12829.113281,36.22416687,7.9462599754,0.000032554307836,spec-100159-60064-27021597906814579.fits,33.491523743,60064,J172718.49+784208.1,261.8270463,78.7022685,0.2885,0.2968,-0.074,16.495,0.051,21.1,0.8551,16.738,0.176,6.2,0.9912,13.724,null,-0.3,0.9543,10.045,null,-0.1,1.009,1,0,0,0,0,0,0,0,0nnn,0,25,71,3,71,1,67,0,67,717144354,16.277,0.129,16.026,0.212,16.216,null
7870,0.191782,171.880535,4347476570,245.08938599,64.600166321,1.6300342732E+018,88.333755493,DA,30752.726562,43.520019531,7.7741761208,0.000027162390325,spec-015347-59301-4347476570.fits,42.922122955,59301,J162021.45+643600.4,245.0894035,64.6001136,0.2502,0.2383,0.0764,16.814,0.085,12.8,0.7798,16.526,0.202,5.4,0.9643,13.412,null,-0.2,0.9975,9.714,null,-1.8,1.08,1,0,0,0,0,0,0,0,0nnn,0,8,32,3,32,0,30,1,30,636671835,16.235,0.107,15.883,null,16.256,null
7871,0.191782,171.880535,4347476570,245.08938599,64.600166321,1.6300342732E+018,88.333755493,DA,30752.726562,43.520019531,7.7741761208,0.000027162390325,spec-015347-59384-4347476570.fits,44.029743195,59384,J162021.45+643600.4,245.0894035,64.6001136,0.2502,0.2383,0.0764,16.814,0.085,12.8,0.7798,16.526,0.202,5.4,0.9643,13.412,null,-0.2,0.9975,9.714,null,-1.8,1.08,1,0,0,0,0,0,0,0,0nnn,0,8,32,3,32,0,30,1,30,636671835,16.235,0.107,15.883,null,16.256,null
7933,0.347258,-167.751325,5191896900,249.8346405,40.511764526,1.3559799692E+018,149.45899963,DA,8168.5024414,3.156191349,8.1378335953,0.000065277810791,spec-015309-59312-5191896900.fits,47.219917297,59312,J163920.30+403042.0,249.8346136,40.5116703,0.5087,0.5662,-0.037,16.649,0.088,12.3,0.8299,17.083,0.439,2.5,0.8257,12.758,null,0.7,0.8844,9.299,null,0.1,1.072,1,0,0,0,0,0,0,0,1nnn,0,9,19,0,19,0,18,0,18,240301708,16.513,0.125,16.355,null,15.735,null
7934,0.347258,-167.751325,5191896900,249.8346405,40.511764526,1.3559799692E+018,149.45899963,DA,8168.5024414,3.156191349,8.1378335953,0.000065277810791,spec-015309-59340-5191896900.fits,50.605484009,59340,J163920.30+403042.0,249.8346136,40.5116703,0.5087,0.5662,-0.037,16.649,0.088,12.3,0.8299,17.083,0.439,2.5,0.8257,12.758,null,0.7,0.8844,9.299,null,0.1,1.072,1,0,0,0,0,0,0,0,1nnn,0,9,19,0,19,0,18,0,18,240301708,16.513,0.125,16.355,null,15.735,null
7935,0.347258,-167.751325,5191896900,249.8346405,40.511764526,1.3559799692E+018,149.45899963,DA,8168.5024414,3.156191349,8.1378335953,0.000065277810791,spec-015309-59350-5191896900.fits,54.17685318,59350,J163920.30+403042.0,249.8346136,40.5116703,0.5087,0.5662,-0.037,16.649,0.088,12.3,0.8299,17.083,0.439,2.5,0.8257,12.758,null,0.7,0.8844,9.299,null,0.1,1.072,1,0,0,0,0,0,0,0,1nnn,0,9,19,0,19,0,18,0,18,240301708,16.513,0.125,16.355,null,15.735,null
7936,0.347258,-167.751325,5191896900,249.8346405,40.511764526,1.3559799692E+018,149.45899963,DA,8168.5024414,3.156191349,8.1378335953,0.000065277810791,spec-015309-59354-5191896900.fits,45.021541595,59354,J163920.30+403042.0,249.8346136,40.5116703,0.5087,0.5662,-0.037,16.649,0.088,12.3,0.8299,17.083,0.439,2.5,0.8257,12.758,null,0.7,0.8844,9.299,null,0.1,1.072,1,0,0,0,0,0,0,0,1nnn,0,9,19,0,19,0,18,0,18,240301708,16.513,0.125,16.355,null,15.735,null
7937,0.347258,-167.751325,5191896900,249.8346405,40.511764526,1.3559799692E+018,149.45899963,DA,8168.5024414,3.156191349,8.1378335953,0.000065277810791,spec-015309-59374-5191896900.fits,38.890392303,59374,J163920.30+403042.0,249.8346136,40.5116703,0.5087,0.5662,-0.037,16.649,0.088,12.3,0.8299,17.083,0.439,2.5,0.8257,12.758,null,0.7,0.8844,9.299,null,0.1,1.072,1,0,0,0,0,0,0,0,1nnn,0,9,19,0,19,0,18,0,18,240301708,16.513,0.125,16.355,null,15.735,null
7990,0.779548,82.620612,2.7021597914E+016,166.48205566,74.610877991,1.0797873555E+018,198.99267578,DA,19751.929688,36.203430176,8.3611965179,0.00021180811746,spec-100824-59977-27021597913536563.fits,25.50607872,59977,J110555.88+743639.2,166.4828649,74.6109058,0.2602,0.272,0.0698,15.761,0.047,22.9,0.8671,15.988,0.15,7.3,0.8857,12.725,0.356,3,0.9809,9.416,null,-0.1,1.058,1,0,0,0,0,0,0,0,0nnn,0,22,23,1,23,0,22,0,22,569609795,15.556,0.059,15.487,0.116,15.552,0.228
8119,0.247516,-75.366529,2.7021597915E+016,137.42520142,60.32453537,1.0394356911E+018,29.498121262,DA,8510.9130859,20.022964478,8.1349124908,0.00042535754619,spec-102933-59923-27021597914566850.fits,20.926685333,59923,J090942.01+601928.3,137.425067,60.3245527,0.3276,0.345,0.0408,15.912,0.058,18.6,1.103,15.948,0.176,6.2,0.8912,12.795,null,0.4,0.9585,9.256,null,-1.1,0.9596,1,0,0,0,0,0,0,0,0nnn,0,15,16,1,16,0,16,0,16,887380678,15.977,0.074,15.703,0.138,15.502,null
8159,0.32991,104.980052,4346453521,242.82475281,55.72694397,1.4296995437E+018,75.695594788,DA,17623.679688,0.46976721287,7.9028363228,0.00008863498806,spec-015329-59343-4346453521.fits,54.479148865,59343,J161117.97+554336.9,242.82491,55.7269203,0.846,0.9127,0.2562,17.907,0.143,7.6,0.8382,17.496,null,1.2,0.9272,13.771,null,-0.5,0.9604,9.341,null,1.7,1.036,1,0,0,0,0,0,0,0,nnnn,0,1,67,0,67,0,64,0,64,null,null,null,null,null,null,null
8182,0.586811,22.016443,2.7021598103E+016,132.45681763,9.3980903625,5.9764624543E+017,13.420300484,DA,8540.3710938,40.436336517,8.2421417236,0.00011277022713,spec-102032-59972-27021598103073713.fits,9.5604581833,59972,J084949.65+092353.6,132.4568796,9.3982415,1.0334,1.1691,0.2357,17.241,0.196,5.5,0.9416,16.748,0.427,2.5,0.9284,12.76,null,-1.6,0.9564,8.996,null,0.5,1.024,1,0,0,0,0,0,0,0,nnnn,0,0,14,1,14,0,14,0,14,null,null,null,null,null,null,null
8205,0.139506,115.327765,2.7021598053E+016,76.13735199,1.7463223934,3.2289947629E+018,17.860927582,DA,6616.2753906,2.9466562271,8.431139946,0.00063255470013,spec-103949-59911-27021598053234377.fits,8.7534570694,59911,J050432.97+014446.7,76.137387,1.7463058,0.502,0.5467,-0.1481,16.18,0.086,12.6,0.851,16.26,null,1.5,0.8394,12.707,null,-0.3,1.095,8.815,null,0.2,0.9154,1,0,0,0,0,0,0,0,0nnn,0,8,12,0,12,0,11,0,11,null,null,null,null,null,null,null
8396,0.523458,40.31506,4351320042,194.59761047,58.154590607,1.5772918686E+018,122.48320007,DA,12684.304688,11.092268944,7.9657688141,0.000078341203334,spec-015198-59269-4351320042.fits,27.515422821,59269,J125823.46+580916.9,194.5977888,58.1547015,1.1798,1.2439,0.3584,17.677,0.193,5.6,0.8202,17.053,null,0.9,1.031,12.792,null,1,0.918,9.531,null,-0.4,0.9728,1,0,0,0,0,0,0,0,nnnn,0,1,24,1,24,0,23,0,23,null,null,null,null,null,null,null
8397,0.523458,40.31506,4351320042,194.59761047,58.154590607,1.5772918686E+018,122.48320007,DA,12684.304688,11.092268944,7.9657688141,0.000078341203334,spec-015198-59273-4351320042.fits,22.45202446,59273,J125823.46+580916.9,194.5977888,58.1547015,1.1798,1.2439,0.3584,17.677,0.193,5.6,0.8202,17.053,null,0.9,1.031,12.792,null,1,0.918,9.531,null,-0.4,0.9728,1,0,0,0,0,0,0,0,nnnn,0,1,24,1,24,0,23,0,23,null,null,null,null,null,null,null
8398,0.523458,40.31506,4351320042,194.59761047,58.154590607,1.5772918686E+018,122.48320007,DA,12684.304688,11.092268944,7.9657688141,0.000078341203334,spec-015348-59302-4351320042.fits,50.18642807,59302,J125823.46+580916.9,194.5977888,58.1547015,1.1798,1.2439,0.3584,17.677,0.193,5.6,0.8202,17.053,null,0.9,1.031,12.792,null,1,0.918,9.531,null,-0.4,0.9728,1,0,0,0,0,0,0,0,nnnn,0,1,24,1,24,0,23,0,23,null,null,null,null,null,null,null
8399,0.523458,40.31506,4351320042,194.59761047,58.154590607,1.5772918686E+018,122.48320007,DA,12684.304688,11.092268944,7.9657688141,0.000078341203334,spec-015348-59329-4351320042.fits,59.545341492,59329,J125823.46+580916.9,194.5977888,58.1547015,1.1798,1.2439,0.3584,17.677,0.193,5.6,0.8202,17.053,null,0.9,1.031,12.792,null,1,0.918,9.531,null,-0.4,0.9728,1,0,0,0,0,0,0,0,nnnn,0,1,24,1,24,0,23,0,23,null,null,null,null,null,null,null
8407,0.298394,3.029467,2.7021597918E+016,123.52560425,52.287582397,1.0316129708E+018,343.66122437,DA,89000,0,6.5,0,spec-102905-59975-27021597917738845.fits,6.0027809143,59975,J081406.14+521715.5,123.5256114,52.2876652,0.2503,0.2753,-0.0297,15.412,0.048,22.5,0.9069,15.299,0.111,9.7,0.9429,12.862,null,-2.1,0.927,8.974,null,0.7,1.122,1,0,0,0,0,0,0,0,00nn,0,14,14,5,14,0,14,0,14,481011127,16.341,0.123,15.857,0.195,15.305,0.19
8426,0.177908,-114.550148,2.7021597935E+016,317.94354248,1.3482006788,2.6907632053E+018,132.68919373,DA,15933.629883,66.352722168,7.8915448189,0.000093591967016,spec-101073-59847-27021597934898949.fits,27.841218948,59847,J211146.43+012053.4,317.9434975,1.3481801,0.3706,0.3899,-0.1111,16.028,0.067,16.3,1.072,16.032,0.208,5.2,1.133,12.837,null,-2.1,0.8968,9.242,null,-1.5,0.9889,1,0,0,0,0,0,hh00,0,1nnn,0,14,17,1,17,0,16,0,16,1116448712,15.518,0.045,15.69,0.134,15.324,0.129
8435,0.567691,162.229471,2.7021597845E+016,306.34606934,79.001319885,2.2911584172E+018,467.72671509,DA,23931.742188,68.248855591,8.0486907959,0.00027543172473,spec-101720-59839-27021597845457664.fits,21.041934967,59839,J202523.11+790004.2,306.3463216,79.0011697,0.4524,0.453,0.1271,16.568,0.075,14.5,0.8859,17.565,null,0,0.8806,13.199,0.434,2.5,1.041,9.754,null,0,1.072,1,0,0,0,0,0,0,0,0nnn,0,11,34,0,34,0,33,0,33,902554190,16.365,0.124,15.809,null,16.034,null
8490,0.17417,-107.7154,2.7021597906E+016,227.47344971,54.662376404,1.6001721558E+018,34.240379333,DA,17273.982422,23.915662766,7.935195446,0.00023305258946,spec-101090-59957-27021597905843058.fits,23.714704514,59957,J150953.60+543944.5,227.47337,54.6623617,0.3372,0.3563,0.0897,16.342,0.061,17.8,1.014,16.353,0.175,6.2,0.948,13.325,null,-2.2,0.9521,9.588,null,-1.1,0.9696,1,0,0,0,0,0,0,0,2nnn,0,17,31,2,31,0,29,0,29,620710385,16.012,0.071,16.025,0.146,16.092,null
8493,0.551386,155.812941,2.7021597846E+016,276.4312439,87.672073364,2.3052274932E+018,80.792648315,DA,8953.9111328,10.884004593,8.0000009537,0.0002995521354,spec-102144-59677-27021597846200062.fits,15.396456718,59677,J182543.86+874018.9,276.4327887,87.6719336,0.4671,0.5076,-0.081,16.673,0.083,13.1,0.9349,16.619,0.245,4.4,0.9145,13.123,null,-2.5,0.9091,9.534,null,-0.5,0.9067,1,0,0,0,0,0,0,0,1nnn,0,13,27,0,27,0,25,1,25,904221741,16.431,0.125,16.089,0.2,16.062,null
8528,0.967896,28.975929,2.702159815E+016,135.82000732,4.1996965408,5.7993184609E+017,776.47357178,DA,17266.265625,15.733555794,7.5567188263,0.00021803737036,spec-104406-59883-27021598149743993.fits,22.278333664,59883,J090316.83+041159.7,135.8201379,4.1999317,0.9137,0.9975,0.1061,16.976,0.162,6.7,0.7529,16.246,null,1.7,0.8895,12.323,null,0.8,0.8718,9.107,null,-2,1.035,1,0,0,0,0,0,0,0,nnnn,0,2,11,0,11,0,11,0,11,805765639,16.545,0.153,16.205,null,15.412,null
8570,0.509388,-16.864981,2.7021597905E+016,255.49502563,61.188514709,1.4382522324E+018,1797.7896729,DA,10665.449219,38.876625061,8.2968358994,0.000013804831724,spec-101159-59806-27021597904803360.fits,24.907941818,59806,J170158.78+611119.1,255.4949405,61.1886501,0.5669,0.5941,0.155,17.503,0.099,11,0.9319,17.349,0.273,4,0.9526,13.874,null,-2.3,0.8885,10.143,null,-0.1,0.9729,1,0,0,0,0,0,00P0,0,1nnn,0,6,82,2,82,0,78,1,78,982108553,16.38,0.136,17.167,null,17.008,null
8606,0.097135,-46.145511,4551112134,115.63306427,28.957464218,8.7863572333E+017,112.70506287,DA,8594.3632812,4.4625582695,8.1086626053,0.000093705006293,spec-015016-59146-4551112134.fits,36.09173584,59146,J074231.93+285726.9,115.633042,28.9574829,0.5116,0.5625,-0.0046,16.311,0.091,11.9,0.7097,16.057,0.245,4.4,0.8201,12.504,null,-0.9,0.9983,9.001,null,0.2,0.9187,1,0,0,0,0,0,0,0,0nnn,0,7,12,0,12,0,12,0,12,null,null,null,null,null,null,null
8607,0.097135,-46.145511,4551112134,115.63306427,28.957464218,8.7863572333E+017,112.70506287,DA,8594.3632812,4.4625582695,8.1086626053,0.000093705006293,spec-015016-59168-4551112134.fits,33.707744598,59168,J074231.93+285726.9,115.633042,28.9574829,0.5116,0.5625,-0.0046,16.311,0.091,11.9,0.7097,16.057,0.245,4.4,0.8201,12.504,null,-0.9,0.9983,9.001,null,0.2,0.9187,1,0,0,0,0,0,0,0,0nnn,0,7,12,0,12,0,12,0,12,null,null,null,null,null,null,null
8608,0.097135,-46.145511,4551112134,115.63306427,28.957464218,8.7863572333E+017,112.70506287,DA,8594.3632812,4.4625582695,8.1086626053,0.000093705006293,spec-015016-59193-4551112134.fits,34.794448853,59193,J074231.93+285726.9,115.633042,28.9574829,0.5116,0.5625,-0.0046,16.311,0.091,11.9,0.7097,16.057,0.245,4.4,0.8201,12.504,null,-0.9,0.9983,9.001,null,0.2,0.9187,1,0,0,0,0,0,0,0,0nnn,0,7,12,0,12,0,12,0,12,null,null,null,null,null,null,null
8609,0.097135,-46.145511,4551112134,115.63306427,28.957464218,8.7863572333E+017,112.70506287,DA,8594.3632812,4.4625582695,8.1086626053,0.000093705006293,spec-015016-59219-4551112134.fits,31.918300629,59219,J074231.93+285726.9,115.633042,28.9574829,0.5116,0.5625,-0.0046,16.311,0.091,11.9,0.7097,16.057,0.245,4.4,0.8201,12.504,null,-0.9,0.9983,9.001,null,0.2,0.9187,1,0,0,0,0,0,0,0,0nnn,0,7,12,0,12,0,12,0,12,null,null,null,null,null,null,null
8610,0.097135,-46.145511,4551112134,115.63306427,28.957464218,8.7863572333E+017,112.70506287,DA,8594.3632812,4.4625582695,8.1086626053,0.000093705006293,spec-015016-59248-4551112134.fits,27.835762024,59248,J074231.93+285726.9,115.633042,28.9574829,0.5116,0.5625,-0.0046,16.311,0.091,11.9,0.7097,16.057,0.245,4.4,0.8201,12.504,null,-0.9,0.9983,9.001,null,0.2,0.9187,1,0,0,0,0,0,0,0,0nnn,0,7,12,0,12,0,12,0,12,null,null,null,null,null,null,null
8611,0.097135,-46.145511,4551112134,115.63306427,28.957464218,8.7863572333E+017,112.70506287,DA,8594.3632812,4.4625582695,8.1086626053,0.000093705006293,spec-015016-59276-4551112134.fits,36.225547791,59276,J074231.93+285726.9,115.633042,28.9574829,0.5116,0.5625,-0.0046,16.311,0.091,11.9,0.7097,16.057,0.245,4.4,0.8201,12.504,null,-0.9,0.9983,9.001,null,0.2,0.9187,1,0,0,0,0,0,0,0,0nnn,0,7,12,0,12,0,12,0,12,null,null,null,null,null,null,null
8616,0.605115,31.495622,2.7021597914E+016,144.58934021,72.705047607,1.1201029422E+018,37.240364075,DA,17669.498047,80.534545898,7.9894714355,0.00016242347192,spec-103005-59677-27021597913668209.fits,25.92474556,59677,J093821.51+724218.6,144.5896356,72.7051909,0.3645,0.3957,0.1099,16.189,0.066,16.4,0.8183,16.398,0.241,4.5,0.9367,13.161,null,-0.1,0.8903,9.473,null,-0.4,1.004,1,0,0,0,0,0.006,0,0,0nnn,0,16,20,2,20,0,20,0,20,1028519222,16.11,0.096,15.612,null,16.03,0.266
8620,0.40594,115.419847,4347784315,261.66009521,77.559814453,1.7052581171E+018,92.921714783,DA,13432.970703,6.8408136368,7.8967132568,0.000072755203291,spec-015370-59338-4347784315.fits,55.872291565,59338,J172638.53+773335.1,261.660568,77.5597661,0.3525,0.37,-0.0977,16.836,0.061,17.9,0.9029,17.572,null,1,0.8971,13.811,null,-1.2,0.9148,10.139,null,-1.7,1.03,1,0,0,0,0,0,0,0,1nnn,0,15,72,0,72,0,69,0,69,1296056042,16.646,0.144,15.954,null,17.001,null
8621,0.40594,115.419847,4347784315,261.66009521,77.559814453,1.7052581171E+018,92.921714783,DA,13432.970703,6.8408136368,7.8967132568,0.000072755203291,spec-015370-59363-4347784315.fits,26.736789703,59363,J172638.53+773335.1,261.660568,77.5597661,0.3525,0.37,-0.0977,16.836,0.061,17.9,0.9029,17.572,null,1,0.8971,13.811,null,-1.2,0.9148,10.139,null,-1.7,1.03,1,0,0,0,0,0,0,0,1nnn,0,15,72,0,72,0,69,0,69,1296056042,16.646,0.144,15.954,null,17.001,null
8622,0.40594,115.419847,4347784315,261.66009521,77.559814453,1.7052581171E+018,92.921714783,DA,13432.970703,6.8408136368,7.8967132568,0.000072755203291,spec-015370-59382-4347784315.fits,27.339342117,59382,J172638.53+773335.1,261.660568,77.5597661,0.3525,0.37,-0.0977,16.836,0.061,17.9,0.9029,17.572,null,1,0.8971,13.811,null,-1.2,0.9148,10.139,null,-1.7,1.03,1,0,0,0,0,0,0,0,1nnn,0,15,72,0,72,0,69,0,69,1296056042,16.646,0.144,15.954,null,17.001,null
8625,0.128145,151.828646,4265475929,303.10131836,56.014572144,2.1863614901E+018,12.467440605,DA,20931.833984,68.361740112,8.0058031082,0.00059355417034,spec-015383-59363-4265475929.fits,8.7201461792,59363,J201224.32+560052.3,303.1013484,56.0145408,0.6121,0.5982,-0.1899,16.921,0.111,9.8,1.248,16.896,0.267,4.1,0.9405,12.905,null,-4.8,0.8695,9.418,null,-1.9,0.9289,1,0,0,0,0,0,0,0,3nnn,0,4,44,1,44,0,42,0,42,null,null,null,null,null,null,null
8664,0.281077,-18.381509,2.7021597906E+016,264.51080322,66.896484375,1.6343147407E+018,139.8793335,DA,6040.1113281,0.74354863167,8.9013252258,0.00002306510396,spec-101191-59680-27021597905957979.fits,27.142467499,59680,J173802.57+665347.6,264.5107405,66.8965585,0.1527,0.1476,0.0211,15.738,0.031,35.4,0.9788,16.011,0.07,15.5,0.9003,14.183,null,-0.9,0.9575,10.029,null,0.8,1.009,1,0,0,0,0,0.001,0,0,00nn,0,62,145,13,145,0,136,0,136,687866611,15.303,0.048,15.604,0.145,15.454,0.222
8665,0.281077,-18.381509,2.7021597906E+016,264.51080322,66.896484375,1.6343147407E+018,139.8793335,DA,6040.1113281,0.74354863167,8.9013252258,0.00002306510396,spec-101191-59681-27021597905957979.fits,26.840099335,59681,J173802.57+665347.6,264.5107405,66.8965585,0.1527,0.1476,0.0211,15.738,0.031,35.4,0.9788,16.011,0.07,15.5,0.9003,14.183,null,-0.9,0.9575,10.029,null,0.8,1.009,1,0,0,0,0,0.001,0,0,00nn,0,62,145,13,145,0,136,0,136,687866611,15.303,0.048,15.604,0.145,15.454,0.222
8666,0.281077,-18.381509,2.7021597906E+016,264.51080322,66.896484375,1.6343147407E+018,139.8793335,DA,6040.1113281,0.74354863167,8.9013252258,0.00002306510396,spec-101191-59714-27021597905957979.fits,46.638813019,59714,J173802.57+665347.6,264.5107405,66.8965585,0.1527,0.1476,0.0211,15.738,0.031,35.4,0.9788,16.011,0.07,15.5,0.9003,14.183,null,-0.9,0.9575,10.029,null,0.8,1.009,1,0,0,0,0,0.001,0,0,00nn,0,62,145,13,145,0,136,0,136,687866611,15.303,0.048,15.604,0.145,15.454,0.222
8667,0.281077,-18.381509,2.7021597906E+016,264.51080322,66.896484375,1.6343147407E+018,139.8793335,DA,6040.1113281,0.74354863167,8.9013252258,0.00002306510396,spec-101191-59744-27021597905957979.fits,47.074291229,59744,J173802.57+665347.6,264.5107405,66.8965585,0.1527,0.1476,0.0211,15.738,0.031,35.4,0.9788,16.011,0.07,15.5,0.9003,14.183,null,-0.9,0.9575,10.029,null,0.8,1.009,1,0,0,0,0,0.001,0,0,00nn,0,62,145,13,145,0,136,0,136,687866611,15.303,0.048,15.604,0.145,15.454,0.222
8776,0.298511,46.851161,2.702159815E+016,136.66079712,7.0164513588,5.8399509131E+017,43.519786835,DA,17333.943359,80.581687927,7.9028372765,0.000024014594601,spec-104407-59957-27021598149912952.fits,25.779090881,59957,J090638.60+070059.4,136.6608581,7.0165081,0.4643,0.5137,0.0794,16.14,0.084,12.9,0.786,16.152,0.266,4.1,0.891,12.727,null,-0.7,0.9105,8.799,null,0.6,0.7805,1,0,0,0,0,0,0,0,0nnn,0,9,12,0,12,0,12,0,12,922347237,15.686,0.069,15.681,0.124,15.541,0.221
8786,0.984615,63.905577,2.7021597914E+016,163.06347656,71.260513306,1.0739881876E+018,12.576498985,DA,12367.272461,101.95510864,8.1304349899,0.00034404388862,spec-100820-59950-27021597913625259.fits,8.1177339554,59950,J105215.41+711538.2,163.0642411,71.2606336,0.2255,0.2369,0.0679,16.495,0.077,14,0.891,16.56,0.275,3.9,1.009,12.96,null,-0.3,0.923,9.295,null,-0.8,1.146,1,0,0,0,0,0,0,0,1nnn,0,11,19,1,19,0,17,0,17,570169151,16.521,0.106,16.332,null,15.562,null
8821,0.261992,66.517101,2.7021597898E+016,74.624107361,62.128528595,4.7763352476E+017,30.161615372,DA,10023.773438,8.2384929657,8.2353229523,0.00023932584736,spec-103763-59945-27021597898024095.fits,21.280950546,59945,J045829.82+620742.8,74.6242501,62.1285576,0.2704,0.2853,-0.0517,15.47,0.049,21.9,0.9826,15.845,0.188,5.8,1.062,12.765,null,0.3,0.9278,9.28,null,0.1,0.9129,1,0,0,0,0,0,0,0,0nnn,0,14,15,1,15,0,15,0,15,522687634,15.407,0.056,15.223,0.126,15.561,0.212
8852,0.633311,159.114717,2.7021597907E+016,242.90682983,61.692810059,1.6283498901E+018,29.036727905,DA,10555.275391,34.769264221,8.2064638138,0.00032897683559,spec-101134-59957-27021597906518583.fits,21.163009644,59957,J161137.67+614133.5,242.9069621,61.6926457,0.3466,0.3499,0.0988,16.539,0.06,18.1,0.9188,16.943,0.226,4.8,0.9144,13.68,null,-0.2,0.9825,9.994,null,-1.5,1.021,1,0,0,0,0,0,0,0,0nnn,0,18,56,1,56,0,53,0,53,636589817,16.238,0.099,16.185,0.199,16.765,null
8910,0.472479,63.739664,2.7021597843E+016,281.28820801,68.376281738,2.2591450324E+018,20.275836945,DA,39787.578125,212.44677734,8.220831871,0.00044063467067,spec-101183-59658-27021597843365880.fits,13.42645359,59658,J184509.24+682234.8,281.2885274,68.3763398,0.386,0.3718,0.1012,16.776,0.065,16.8,0.9595,17.33,0.319,3.4,0.952,13.677,null,-1.2,0.9351,9.952,null,-1.5,0.9834,1,0,0,0,0,0,0,0,0nnn,0,12,62,3,62,1,62,0,62,678165772,16.074,0.093,16.279,0.222,15.285,null
8913,0.39016,70.388804,2.7021598334E+016,238.66738892,-7.6047592163,4.3481869273E+018,16.604326248,DA,35595.632812,220.38058472,7.7696919441,0.00050785759231,spec-102301-59977-27021598334056570.fits,11.003822327,59977,J155440.19-073617.0,238.6674919,-7.6047228,0.1893,0.1981,-0.0317,14.779,0.037,29.1,1.032,14.814,0.093,11.6,0.9843,12.264,0.359,3,1.04,9.041,null,-1.3,0.8378,1,0,0,0,0,0,0,0,13nn,0,13,13,7,13,0,13,0,13,325190793,15.631,0.06,15.205,0.08,15.066,0.149
8918,0.435407,-33.831465,4554519916,123.37348938,25.709646225,6.8261334722E+017,18.878612518,DA,13603.623047,70.919204712,8.0101070404,0.00029579392867,spec-015053-59230-4554519916.fits,13.1541996,59230,J081329.61+254235.0,123.3734146,25.7097467,1.2368,1.3864,0.1113,17.405,0.209,5.2,0.9973,17.036,null,-0.4,0.9897,12.495,null,0.6,0.964,9.116,null,-0.3,1.062,1,0,0,0,0,0,0,0,nnnn,0,1,15,0,15,1,15,0,15,null,null,null,null,null,null,null
