cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
5372,6.772818,-5.488173,27021597837825480,3.5330599976E+02,6.3405727386E+01,J233313.34+632427.3,353.3055978,63.4076001,0.0946,0.0884,-0.0124,15.334,0.036,30.5,2.248E+00,15.295,0.075,14.5,1.170E+00,12.648,null,-3.1,8.212E-01,9.499,null,-1.6,8.783E-01,2,0,0.000,0.000,0.000,0.000,-775,206,55,186,P000,0,nnnn,AAUU,0000,54,55,17,54,0,36,0,36
5373,0.270195,64.070579,27021597893435916,6.6065315247E+01,5.2169586182E+01,J042415.70+521010.6,66.0654253,52.1696190,0.0734,0.0748,-0.0156,14.644,0.032,33.4,1.122E+00,14.225,0.047,23.2,9.415E-01,12.696,null,-0.6,1.065E+00,8.764,null,0.6,9.560E-01,1,0,0.000,0.000,0.000,0.000,-86,184,173,194,0000,0,11nn,AAUU,0000,25,25,25,25,0,13,0,13
5374,0.625589,9.089994,27021597914509676,1.5051596069E+02,6.0818264008E+01,J100203.84+604906.3,150.5160170,60.8184356,0.2174,0.2337,0.0390,17.077,0.074,14.7,1.006E+00,17.428,0.358,3.0,9.040E-01,13.239,null,-0.3,1.076E+00,9.147,null,0.4,1.001E+00,1,0,0.000,0.000,0.000,0.000,166,934,1034,1005,0000,0,nnnn,ACUU,0011,14,63,0,63,0,32,0,32
5378,8.197459,-110.525526,27021597927069728,3.2330197144E+02,-8.2418060303E-01,J213311.96-004929.9,323.2998387,-0.8249790,0.1591,0.1660,-0.0466,15.949,0.056,19.5,1.218E+00,17.233,null,-2.2,9.500E-01,12.542,null,-1.5,1.006E+00,9.086,null,-0.5,8.733E-01,1,0,0.000,0.000,0.000,0.000,986,572,963,610,0000,2,0nnn,AUUU,3400,27,29,0,28,0,16,0,16
5379,5.804650,159.841882,27021598874539232,3.1396185303E+02,4.7696873546E-01,J205550.97+002831.6,313.9624087,0.4754551,0.1841,0.1917,-0.0603,16.198,0.064,16.8,9.666E-01,16.011,0.173,6.3,8.683E-01,12.344,null,0.1,8.528E-01,8.379,null,0.7,7.898E-01,1,0,0.000,0.000,0.000,0.000,-785,728,459,760,0000,0,0nnn,ABUU,1222,18,23,2,23,0,10,0,10
5381,5.935040,-58.490125,27021597829464348,3.2174578857E+02,5.8329158783E+01,J212658.34+581948.0,321.7431115,58.3300204,0.0948,0.0905,-0.0209,15.518,0.034,31.9,1.470E+00,16.231,0.131,8.3,1.036E+00,12.606,null,-3.2,8.154E-01,9.225,null,-3.8,1.021E+00,2,0,0.000,0.000,0.000,0.000,-59,316,184,298,0h00,0,3nnn,ABUU,0011,48,53,4,53,0,29,0,29
5390,4.979342,-126.686924,4293397292,2.6717474461E+00,5.9170673370E+01,J001040.69+591011.4,2.6695832,59.1698470,0.0549,0.0570,-0.0060,13.680,0.027,41.0,1.329E+00,13.787,0.036,30.6,1.125E+00,12.901,null,-2.6,1.001E+00,9.352,null,-2.0,1.080E+00,2,1,0.000,0.000,0.000,0.000,-24,54,-10,52,0000,0,nnnn,AAUU,0000,50,50,50,50,0,34,0,33
5390,7.365583,-37.818306,4293397292,2.6717474461E+00,5.9170673370E+01,J001040.63+591020.2,2.6692994,59.1722896,0.1002,0.1138,-0.0327,14.908,0.040,26.8,1.329E+00,14.953,0.071,15.2,1.125E+00,12.862,null,-2.0,1.001E+00,9.337,null,-1.5,1.080E+00,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,0,nnnn,AAUU,0000,50,50,26,50,0,34,0,33
5393,4.697437,-146.662253,4466219689,1.1429595947E+02,-1.3527544975E+01,J073710.85-133143.0,114.2952219,-13.5286351,0.3576,0.3951,-0.0155,17.161,0.126,8.6,1.059E+00,16.766,0.321,3.4,9.610E-01,12.748,null,0.1,1.033E+00,8.992,null,-0.3,9.058E-01,1,0,0.000,0.000,0.000,0.000,1027,1471,471,1646,0000,0,nnnn,BBUU,0000,5,29,0,29,0,13,0,13
5395,8.640334,32.927026,27021598753678167,2.7432452393E+02,3.7181272507E+00,J181718.19+034312.5,274.3258313,3.7201418,0.1246,0.1299,-0.0298,15.398,0.046,23.6,9.511E-01,15.791,0.153,7.1,8.973E-01,12.474,null,-0.3,8.040E-01,9.031,null,-0.2,1.024E+00,1,0,0.000,0.000,0.000,0.000,-54,400,-11,426,0000,0,0nnn,ABUU,0000,26,26,4,26,0,13,0,13
5396,7.743217,103.590555,4536129937,9.5773521423E+01,1.8034009933E+01,J062306.17+180200.6,95.7757201,18.0335045,0.0922,0.0967,-0.0116,14.703,0.036,29.8,8.966E-01,14.912,0.094,11.6,8.243E-01,12.252,null,0.2,9.134E-01,8.315,null,1.0,8.524E-01,1,0,0.000,0.000,0.000,0.000,466,253,16,278,0000,0,02nn,AAUU,1100,22,22,12,21,0,11,0,11
5398,3.862569,-103.362082,4545244221,1.3430285645E+02,3.3202762604E+00,J085712.43+031912.1,134.3018108,3.3200283,0.1391,0.1481,0.0155,15.796,0.052,20.8,7.794E-01,15.594,0.123,8.8,9.803E-01,12.303,null,0.4,1.182E+00,8.703,null,-0.2,8.719E-01,1,0,0.000,0.000,0.000,0.000,381,473,398,510,0000,0,0nnn,ABUU,0000,22,22,3,22,0,10,0,10
5400,7.591009,-8.568000,4524680010,9.7906173706E+01,4.2283778191E+00,J063137.40+041349.6,97.9058587,4.2304629,0.2404,0.2676,-0.0243,15.965,0.091,11.9,1.871E+00,16.307,0.423,2.6,9.941E-01,11.590,null,-4.9,6.664E-01,8.740,null,-7.3,1.473E+00,1,0,0.000,0.000,0.000,0.000,392,588,-1060,654,0000,0,0nnn,ACUU,1433,25,42,1,31,0,5,0,9
5400,8.048837,57.848899,4524680010,9.7906173706E+01,4.2283778191E+00,J063137.93+041346.4,97.9080718,4.2295676,0.0816,0.0838,-0.0056,14.221,0.034,31.9,1.543E+00,14.206,0.082,13.3,8.677E-01,11.395,null,-3.2,8.283E-01,8.694,null,-7.5,1.580E+00,1,0,0.000,0.000,0.000,0.000,106,130,-195,143,0000,0,00nn,AAUU,1433,42,42,29,31,0,6,0,9
5402,2.678744,108.350527,27021598733096261,2.6064605713E+02,5.9415006638E+00,J172235.22+055628.5,260.6467672,5.9412664,0.0492,0.0496,-0.0063,13.428,0.025,44.3,9.094E-01,13.459,0.031,35.2,8.655E-01,12.056,null,1.4,9.813E-01,8.697,null,0.6,9.155E-01,1,0,0.000,0.000,0.000,0.000,-78,87,-28,94,0000,0,11nn,AAUU,0000,26,26,26,26,0,12,0,12
5405,8.840631,146.845261,27021597906076173,2.5731912231E+02,6.8456283569E+01,J170917.46+682715.2,257.3227794,68.4542276,0.3638,0.4065,-0.2034,17.254,0.160,6.8,9.251E-01,17.297,0.326,3.3,9.515E-01,13.407,null,-0.2,9.540E-01,10.112,null,-1.1,9.339E-01,1,0,0.000,0.000,0.000,0.001,1467,2841,-1170,1986,00PP,0,nnnn,BBUU,0000,1,154,0,154,0,127,0,127
5406,6.181894,162.977908,4524272719,1.0382939148E+02,6.1445176601E-01,J065519.17+003646.1,103.8298942,0.6128098,0.3452,0.3862,-0.0676,16.797,0.122,8.9,1.101E+00,16.954,0.408,2.7,9.692E-01,12.593,null,-1.8,1.044E+00,8.932,null,0.3,1.025E+00,1,0,0.000,0.000,0.000,0.000,-519,1186,71,1330,0000,0,nnnn,BCUU,0000,7,24,0,24,0,13,0,13
5408,1.557719,101.083685,27021598873998273,3.0937435913E+02,1.9276667833E+00,J203729.94+015539.3,309.3747840,1.9275836,0.3925,0.4150,-0.1115,17.070,0.128,8.5,1.102E+00,16.849,null,0.9,8.652E-01,12.454,null,-0.9,8.044E-01,8.602,null,0.7,9.923E-01,1,0,0.002,0.000,0.000,0.000,316,1836,-1600,1934,0000,0,nnnn,BUUU,1122,4,23,0,23,0,10,0,10
5408,7.176108,-179.039586,27021598873998273,3.0937435913E+02,1.9276667833E+00,J203729.83+015532.4,309.3743257,1.9256737,0.3427,0.3556,-0.0853,16.869,0.114,9.5,9.394E-01,16.686,0.332,3.3,9.278E-01,12.390,null,-0.8,9.123E-01,8.842,null,0.2,1.020E+00,1,0,0.000,0.000,0.000,0.000,-1312,1381,-433,1436,0000,0,nnnn,BBUU,1122,3,23,0,23,0,10,0,10
5409,0.086897,-110.331859,4477356074,1.1180897522E+02,-7.3106346130E+00,J072714.14-071838.3,111.8089524,-7.3106430,0.0681,0.0693,-0.0153,14.208,0.030,36.3,1.154E+00,14.309,0.047,22.9,1.003E+00,12.588,null,0.2,1.019E+00,9.005,null,-1.1,8.983E-01,2,1,0.000,0.000,0.000,0.000,52,127,97,134,0000,0,nnnn,AAUU,0000,27,27,27,27,0,13,0,13
5410,5.201494,-153.734825,27021597839718880,3.3748406982E+02,6.8205459595E+01,J222955.76+681214.9,337.4823478,68.2041639,0.1067,0.1016,-0.0136,15.605,0.039,27.6,2.367E+00,16.444,0.137,7.9,1.205E+00,12.255,0.274,4.0,8.148E-01,9.018,null,1.8,1.049E+00,1,0,0.000,0.000,0.000,0.000,-243,194,132,179,hHd0,0,4nnn,ABBU,0000,61,77,8,77,1,50,0,51
5414,8.296739,60.075127,4306866825,5.0411552429E+01,5.1415992737E+01,J032139.54+512501.7,50.4147552,51.4171424,0.0404,0.0380,0.0034,11.297,0.024,45.1,8.825E-01,11.125,0.021,51.0,8.262E-01,10.968,0.124,8.8,9.778E-01,8.926,null,-0.1,9.115E-01,1,0,0.000,0.000,0.000,0.000,-30,41,46,41,0000,0,000n,AABU,0000,29,29,29,29,7,15,0,15
5415,1.460691,31.781078,5178471235,2.6467343140E+02,5.2675294876E+00,J173841.67+051604.3,264.6736460,5.2678744,0.1195,0.1274,-0.0211,15.554,0.046,23.8,9.613E-01,15.676,0.115,9.4,8.861E-01,12.292,null,0.1,9.436E-01,8.723,null,0.7,1.040E+00,1,0,0.000,0.000,0.000,0.000,290,421,-295,452,0000,0,0nnn,ABUU,0000,26,27,3,27,0,11,0,11
5417,0.140818,-47.259693,27021597843852950,2.7049960327E+02,7.2544319153E+01,J180159.88+723239.6,270.4995075,72.5443457,0.0725,0.0760,-0.0136,15.854,0.033,32.9,9.484E-01,15.141,0.045,24.3,9.289E-01,12.705,0.293,3.7,9.490E-01,9.628,null,-0.5,8.548E-01,1,0,0.002,0.000,0.000,0.000,188,218,-399,235,0000,0,00nn,AABU,0000,108,112,71,112,1,48,0,48
5421,8.581849,-115.985443,4502908030,8.7148307800E+01,1.8702730179E+01,J054835.05+184206.0,87.1460455,18.7016857,0.0438,0.0415,0.0041,12.175,0.024,45.4,8.260E-01,12.207,0.024,44.7,8.331E-01,12.004,0.345,3.1,9.066E-01,8.445,null,1.7,1.020E+00,1,0,0.000,0.000,0.000,0.000,33,60,134,64,0000,0,00nn,AABU,0000,26,26,26,26,0,13,0,13
5423,5.520100,76.829616,27021597837756740,3.4972067261E+02,6.5284278870E+01,J231853.81+651704.6,349.7242435,65.2846282,0.0745,0.0725,-0.0101,14.696,0.031,34.6,1.182E+00,14.840,0.053,20.3,9.602E-01,12.713,null,0.8,9.279E-01,9.673,null,-0.1,9.561E-01,2,0,0.000,0.000,0.000,0.000,-86,102,108,98,hh00,0,21nn,AAUU,0000,60,60,46,60,0,41,0,41
5423,5.855645,-90.448047,27021597837756740,3.4972067261E+02,6.5284278870E+01,J231852.02+651703.3,349.7167825,65.2842661,0.0834,0.0791,-0.0160,14.740,0.034,32.3,4.299E+00,14.987,0.061,17.9,1.080E+00,12.541,0.364,3.0,8.570E-01,9.341,null,0.4,9.641E-01,2,0,0.000,0.000,0.000,0.001,78,116,-134,115,0h00,1,00nn,AACU,0000,58,59,33,60,2,40,0,40
5424,7.446319,-41.884197,27021597918848611,1.5579115295E+02,5.7592113495E+01,J102309.25+573537.1,155.7885762,57.5936534,0.4919,0.5303,0.1188,17.683,0.170,6.4,9.437E-01,16.829,null,1.7,8.669E-01,12.582,0.457,2.4,9.761E-01,8.927,null,0.6,9.282E-01,1,0,0.000,0.000,0.000,0.000,-1978,2175,1362,2347,0000,0,nnnn,BUCU,0000,3,30,0,30,0,15,0,15
5427,9.777658,-74.675679,27021597935125612,3.2088363647E+02,2.3066554070E+00,J212331.44+021826.5,320.8810149,2.3073732,0.1956,0.2012,-0.0549,16.325,0.069,15.7,8.940E-01,15.944,0.167,6.5,9.711E-01,12.244,null,0.2,8.033E-01,8.728,0.398,2.7,1.067E+00,1,0,0.000,0.000,0.000,0.000,484,796,112,824,0000,0,0nnn,ABUC,1100,15,22,1,22,0,10,0,10
5430,9.919131,-48.030262,4594949136,1.6955279541E+02,9.8781595230E+00,J111812.17+095248.0,169.5507160,9.8800021,0.1943,0.2114,0.0312,16.121,0.068,16.1,8.660E-01,16.517,0.310,3.5,9.037E-01,12.499,null,-0.2,1.054E+00,8.728,null,-0.8,9.021E-01,1,0,0.000,0.000,0.000,0.000,-269,689,-1586,751,0000,0,0nnn,ABUU,0000,18,22,1,22,0,11,0,11
5438,2.996713,106.640783,5368083291,2.8402716064E+02,3.7886909485E+01,J185606.76+375312.0,284.0281712,37.8866711,0.1597,0.1707,-0.0442,16.480,0.059,18.4,1.058E+00,16.279,0.146,7.4,8.553E-01,13.010,null,-1.0,9.713E-01,9.276,null,0.3,9.292E-01,1,0,0.000,0.000,0.000,0.000,58,616,715,663,0000,0,0nnn,ABUU,0000,27,45,1,45,0,23,0,23
5438,7.965801,-63.883316,5368083291,2.8402716064E+02,3.7886909485E+01,J185605.91+375316.3,284.0246432,37.8878835,0.0928,0.0958,-0.0230,15.570,0.036,30.0,1.020E+00,15.908,0.107,10.2,9.452E-01,13.003,null,-0.5,8.984E-01,9.344,null,-0.7,8.856E-01,1,0,0.000,0.000,0.000,0.000,100,293,257,315,0000,0,1nnn,AAUU,0000,44,45,7,45,0,23,0,23
5439,5.148066,-9.922848,27021598152808316,1.7374523926E+02,1.4865026474E+01,J113458.79+145159.1,173.7449843,14.8664351,0.0430,0.0413,-0.0091,12.299,0.022,48.8,1.301E+00,12.369,0.025,43.6,9.389E-01,12.137,null,0.6,9.590E-01,8.313,null,1.6,9.096E-01,1,0,0.000,0.000,0.000,0.000,-103,58,39,59,0000,0,00nn,AAUU,0000,21,21,21,21,0,11,0,11
5440,3.276444,-137.590048,4603860881,2.1708869934E+02,3.5625488281E+01,J142821.10+353729.3,217.0879442,35.6248163,0.0830,0.0873,0.0103,15.337,0.034,32.3,8.997E-01,15.165,0.070,15.6,9.604E-01,12.984,null,0.1,9.576E-01,9.033,null,0.7,9.141E-01,1,0,0.000,0.000,0.000,0.000,107,185,-87,201,0000,0,00nn,AAUU,0000,36,36,18,36,0,22,0,22
5442,2.936914,120.724752,4873333409,2.6507540894E+02,-7.6321744919E+00,J174018.26-073757.3,265.0761165,-7.6325913,0.0945,0.1002,-0.0156,14.981,0.039,28.1,1.471E+00,15.018,0.079,13.7,9.698E-01,12.348,null,-0.9,9.480E-01,8.715,null,0.6,8.536E-01,1,0,0.000,0.000,0.000,0.000,-130,313,421,343,0h00,0,11nn,AAUU,1100,24,24,12,24,0,12,1,12
5444,6.195915,39.710044,27021597959248507,1.0030407906E+01,2.5597797394E+01,J004007.59+253556.8,10.0316272,25.5991214,0.1442,0.1477,-0.0427,16.020,0.052,21.0,9.984E-01,16.226,0.188,5.8,8.175E-01,11.996,null,1.9,1.062E+00,8.666,null,1.0,1.017E+00,1,0,0.000,0.000,0.000,0.000,-8,374,-358,380,0000,0,1nnn,ABUU,1100,30,32,1,32,0,16,0,16
5446,8.377437,-18.187854,27021597837667507,3.4939877319E+02,6.4584953308E+01,J231735.29+643513.7,349.3970806,64.5871641,0.1179,0.1118,-0.0242,15.121,0.047,23.1,9.802E-01,15.321,0.079,13.7,1.031E+00,13.112,null,-5.4,9.460E-01,9.586,null,-1.1,8.837E-01,1,0,0.000,0.001,0.000,0.000,13,155,24,146,0h00,0,1nnn,AAUU,0000,61,61,18,61,0,41,0,41
5457,1.389726,-100.102197,27021597842338921,2.8961041260E+02,6.2967430115E+01,J191826.29+625802.5,289.6095764,62.9673624,0.2258,0.2064,-0.0444,17.035,0.074,14.7,9.674E-01,16.734,0.176,6.2,8.670E-01,13.292,null,0.2,1.002E+00,9.545,null,-0.4,9.240E-01,1,0,0.000,0.000,0.000,0.000,-2755,1003,-608,904,0000,0,nnnn,ABUU,0000,20,74,1,73,0,45,0,45
5459,7.262599,-46.129703,27021598762266793,2.8150320435E+02,6.4916605949E+00,J184600.41+062935.0,281.5017406,6.4930587,0.0785,0.0914,0.0180,13.256,0.037,29.4,2.322E+00,13.418,0.049,21.9,1.484E+00,12.469,null,-2.1,8.638E-01,8.938,null,-1.0,9.053E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,0,nnnn,AAUU,0000,29,29,29,29,0,13,0,13
5464,4.549476,-44.368864,27021598794137111,2.9415216064E+02,6.1640911102E+00,J193636.30+060953.9,294.1512718,6.1649945,0.0700,0.0698,-0.0084,14.040,0.031,35.2,2.645E+00,14.171,0.049,22.3,1.222E+00,12.286,null,-0.3,7.908E-01,8.374,null,0.5,9.295E-01,1,0,0.000,0.000,0.000,0.000,-92,133,-170,138,hh00,0,11nn,AAUU,0000,31,31,31,31,0,10,0,5
5466,3.982783,16.609395,4546324122,1.2044778442E+02,2.2572137833E+01,J080147.55+223423.5,120.4481269,22.5731980,0.5243,0.5332,0.2597,17.035,0.167,6.5,9.667E-01,16.687,0.415,2.6,9.364E-01,11.626,null,1.2,9.879E-01,8.647,null,1.3,8.962E-01,1,0,0.000,0.000,0.000,0.000,-6412,2144,-5296,3017,0000,0,nnnn,BCUU,0000,4,25,1,25,0,13,0,13
5466,6.706749,-36.809207,4546324122,1.2044778442E+02,2.2572137833E+01,J080147.17+223425.0,120.4465756,22.5736294,0.1261,0.1381,-0.0118,15.757,0.049,21.9,1.204E+00,15.416,0.106,10.2,1.161E+00,11.969,null,1.5,9.607E-01,8.935,null,0.2,9.033E-01,1,0,0.000,0.000,0.000,0.000,-48,431,215,476,0000,0,1nnn,AAUU,0000,25,25,7,25,0,13,0,13
5469,6.781982,-59.615745,4301633158,3.6550590515E+01,5.7882442474E+01,J022611.40+575300.2,36.5475337,57.8833953,0.1792,0.1889,-0.0609,16.149,0.138,7.9,4.668E+00,17.053,0.400,2.7,1.062E+00,12.760,null,-3.6,1.108E+00,9.175,null,-1.8,9.905E-01,1,0,0.020,0.003,0.000,0.000,490,623,-1289,660,0000,1,0nnn,BCUU,0000,25,31,0,31,0,15,0,15
5470,3.366471,113.728680,27021598152808460,1.7335754395E+02,1.5091635704E+01,J113326.02+150528.5,173.3584306,15.0912594,0.2029,0.2235,0.0404,16.347,0.074,14.6,9.147E-01,16.030,0.186,5.9,8.168E-01,12.055,null,1.1,9.940E-01,8.352,null,2.0,1.086E+00,1,0,0.000,0.000,0.000,0.000,-146,781,-201,861,0000,0,0nnn,ABUU,0000,14,24,2,24,0,12,0,12
5472,7.392430,-163.853087,27021598048503369,1.2133371735E+02,-1.7868082523E+00,J080519.95-014719.6,121.3331460,-1.7887807,0.4875,0.5502,0.0833,17.618,0.192,5.7,9.438E-01,16.545,0.268,4.0,9.620E-01,12.581,null,-0.2,9.681E-01,8.495,null,1.4,9.660E-01,1,0,0.000,0.000,0.000,0.000,628,2252,1102,2536,0000,0,nnnn,BBUU,1111,1,26,0,24,0,13,0,13
5472,8.120630,-27.207308,27021598048503369,1.2133371735E+02,-1.7868082523E+00,J080519.84-014705.2,121.3326855,-1.7848021,0.2453,0.2691,0.0466,16.637,0.085,12.8,1.170E+00,16.717,0.306,3.5,8.901E-01,12.651,null,0.2,1.005E+00,9.013,null,-0.1,8.528E-01,1,0,0.000,0.000,0.000,0.000,761,974,324,1076,0000,0,1nnn,ABUU,1111,11,26,0,24,1,13,0,13
5475,0.081333,-150.764753,27021597919103613,1.4509434509E+02,5.0351566315E+01,J094022.63+502105.5,145.0943278,50.3515466,0.3060,0.3371,0.0490,16.978,0.104,10.5,9.499E-01,16.823,null,1.5,8.588E-01,12.602,null,-0.5,8.711E-01,8.420,null,1.8,1.270E+00,1,0,0.000,0.000,0.000,0.003,-423,1193,710,1317,0000,0,nnnn,AUUU,0022,7,29,0,29,0,14,0,14
5478,1.155354,-152.184355,4554522668,1.2427369690E+02,2.5413789749E+01,J081705.64+252448.6,124.2735311,25.4135059,0.5920,0.6525,0.0846,17.563,0.199,5.5,1.005E+00,17.178,null,-1.2,1.125E+00,12.159,null,0.7,8.875E-01,8.705,null,-0.4,8.008E-01,1,0,0.000,0.000,0.000,0.000,546,2796,-696,3073,0000,0,nnnn,BUUU,1100,3,23,0,23,0,11,0,11
5479,9.902697,-13.930547,4306819445,4.8576816559E+01,5.1602382660E+01,J031418.18+513618.1,48.5757503,51.6050525,0.3649,0.3752,-0.1000,16.843,0.119,9.1,1.004E+00,16.786,null,1.2,8.932E-01,12.708,null,-2.5,1.140E+00,8.897,null,0.1,1.072E+00,1,0,0.000,0.002,0.000,0.000,1092,1323,461,1375,0000,0,nnnn,BUUU,0000,8,27,0,27,0,13,0,13
5483,8.573198,-131.320249,5191825877,2.4857974243E+02,4.0599697113E+01,J163418.57+403553.2,248.5773869,40.5981247,0.1744,0.1896,0.0248,16.617,0.064,16.9,8.386E-01,16.519,0.173,6.3,8.783E-01,12.617,null,0.7,9.779E-01,9.094,null,0.4,8.519E-01,1,0,0.003,0.000,0.000,0.000,54,749,327,803,0000,0,1nnn,ABUU,0000,24,46,1,46,0,20,0,20
5486,1.936373,-125.846994,27021598868018392,3.0650204468E+02,4.3850564957E+00,J202600.38+042305.0,306.5016074,4.3847415,0.3440,0.3537,-0.1011,16.862,0.112,9.7,1.110E+00,16.877,null,0.9,8.266E-01,12.730,null,-0.7,1.237E+00,8.787,null,-0.3,8.604E-01,1,0,0.000,0.000,0.000,0.000,-4409,1334,7706,1450,0000,0,nnnn,BUUU,0111,5,25,0,24,0,12,0,12
5487,1.079560,-118.314990,27021597843030660,3.0064831543E+02,7.0060745239E+01,J200235.40+700338.1,300.6475413,70.0606030,0.2475,0.2292,0.0568,17.545,0.077,14.0,9.958E-01,17.752,null,1.4,9.190E-01,13.272,null,0.9,9.260E-01,9.727,null,0.6,1.009E+00,1,0,0.000,0.000,0.000,0.000,393,743,727,680,0000,0,nnnn,AUUU,0000,20,145,1,145,0,93,1,95
5487,8.657722,2.429484,27021597843030660,3.0064831543E+02,7.0060745239E+01,J200235.66+700347.3,300.6486144,70.0631480,0.4633,0.4264,0.1036,18.261,0.141,7.7,1.025E+00,18.151,null,0.3,1.046E+00,13.374,null,0.7,9.560E-01,9.375,null,1.9,9.811E-01,1,0,0.000,0.000,0.000,0.000,-383,1572,46,1431,0000,0,nnnn,BUUU,0000,7,144,3,144,2,93,0,94
5488,8.101040,-122.717010,27021598101874401,1.1751302338E+02,8.7901172638E+00,J075002.66+084720.0,117.5111076,8.7889010,0.5989,0.6637,-0.0906,17.489,0.207,5.2,9.182E-01,16.500,null,1.7,9.905E-01,11.953,null,1.1,9.396E-01,8.788,null,-1.3,1.060E+00,1,0,0.000,0.000,0.000,0.000,-1618,2432,1452,2654,0000,0,nnnn,BUUU,0000,2,23,0,23,0,9,0,9
5488,8.563381,150.910165,27021598101874401,1.1751302338E+02,8.7901172638E+00,J075003.40+084716.9,117.5141936,8.7880386,0.3703,0.4089,-0.0500,17.042,0.130,8.3,9.737E-01,16.832,0.389,2.8,8.792E-01,12.031,null,1.1,9.911E-01,8.658,null,0.3,1.076E+00,1,0,0.000,0.000,0.000,0.000,-814,1495,-261,1633,0000,0,nnnn,BCUU,0000,4,23,1,23,0,9,0,9
5488,9.179814,14.650860,27021598101874401,1.1751302338E+02,8.7901172638E+00,J075003.28+084733.3,117.5136760,8.7925843,0.1190,0.1260,-0.0183,15.592,0.044,24.8,1.152E+00,15.554,0.137,7.9,8.833E-01,12.457,null,-0.3,8.756E-01,8.622,null,0.6,9.045E-01,1,0,0.000,0.000,0.000,0.000,-223,389,109,415,0000,0,0nnn,ABUU,0000,23,23,2,23,0,9,0,9
5491,5.889881,138.443784,27021597935679678,3.2064529419E+02,5.7105836868E+00,J212235.13+054233.6,320.6463849,5.7093594,0.4697,0.4240,-0.1683,17.119,0.147,7.4,9.541E-01,16.124,0.219,5.0,9.048E-01,12.276,null,0.4,1.144E+00,8.854,null,-0.1,9.420E-01,1,0,0.000,0.000,0.000,0.000,-32,1972,3542,1875,0000,0,nnnn,BBUU,2200,4,24,1,24,0,10,0,10
5493,1.069941,-111.087649,27021598128342560,1.4581498718E+02,-1.3798595667E+00,J094315.53-012247.8,145.8147098,-1.3799665,0.3913,0.4361,0.0909,17.228,0.133,8.1,9.426E-01,16.725,null,1.4,8.350E-01,12.792,null,0.1,1.057E+00,9.125,null,-0.3,8.980E-01,1,0,0.000,0.000,0.000,0.003,434,1558,2398,1740,0000,0,nnnn,BUUU,1111,3,29,0,29,0,15,0,15
5493,9.973703,-54.959909,27021598128342560,1.4581498718E+02,-1.3798595667E+00,J094315.05-012241.7,145.8127182,-1.3782689,0.5145,0.5747,0.1257,17.679,0.195,5.6,8.833E-01,16.733,0.326,3.3,8.149E-01,12.616,null,0.4,1.056E+00,8.559,null,1.3,1.140E+00,1,0,0.000,0.000,0.000,0.002,2558,2342,671,2619,0000,0,nnnn,BBUU,1111,0,29,0,29,0,15,0,15
5494,9.750449,176.716478,27021597934544705,3.7908397675E+01,-9.1334323883E+00,J023138.05-090810.0,37.9085548,-9.1361364,0.3675,0.3821,-0.1090,17.257,0.122,8.9,9.070E-01,17.284,0.478,2.3,8.105E-01,12.880,null,-0.3,9.876E-01,8.592,null,1.4,1.036E+00,1,0,0.000,0.000,0.000,0.000,378,985,-228,1034,0000,0,nnnn,BCUU,0000,8,39,0,39,0,24,0,24
5495,0.758031,27.916135,27021598874774207,3.1469467163E+02,3.5306954384E+00,J205846.74+033151.1,314.6947704,3.5308815,0.3379,0.3582,-0.1055,17.030,0.119,9.1,1.012E+00,16.674,0.297,3.7,8.997E-01,12.753,null,-0.6,8.631E-01,9.163,null,-1.4,9.548E-01,1,0,0.000,0.000,0.000,0.000,2119,1451,-86,1544,0000,0,nnnn,BBUU,1111,7,25,1,25,0,13,0,13
5495,9.857727,44.101538,27021598874774207,3.1469467163E+02,3.5306954384E+00,J205847.17+033157.5,314.6965809,3.5326618,0.3059,0.3253,-0.0917,16.910,0.105,10.3,1.051E+00,16.711,0.307,3.5,8.808E-01,12.456,null,0.5,1.060E+00,9.086,null,-0.8,8.432E-01,1,0,0.000,0.000,0.000,0.000,-179,1413,-433,1504,0000,0,nnnn,ABUU,1111,6,25,2,25,0,13,0,13
5496,8.967431,-93.467000,27021597934534938,3.7041923523E+01,-1.0963902473E+01,J022809.45-105750.5,37.0393909,-10.9640531,0.3073,0.3184,-0.0928,17.054,0.105,10.3,9.181E-01,16.661,0.274,4.0,1.041E+00,12.743,null,-0.5,8.733E-01,8.947,null,0.3,9.023E-01,1,0,0.000,0.000,0.000,0.000,380,804,163,833,0000,0,nnnn,ABUU,0000,6,34,2,34,0,22,1,22
