cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,gaia_dr3_source_id_01,snr_snowwhite_01,wd_type_01,teff_snowwhite_01,e_teff_snowwhite_01,logg_snowwhite_01,e_logg_snowwhite_01,spec_file_01,sn_median_all_01,mjd_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
14,4.257876,-41.875623,2.7021597933E+16,9.4975862503E+00,-1.1195988655E+00,2.5424851931E+18,7.3840312958E+00,DA,7.6147973633E+03,1.0723731232E+02,8.0855531693E+00,8.9784973534E-04,spec-104618-59925-27021597933232281.fits,6.6417753696E-01,59925,J003759.23-010707.3,9.4967966,-1.1187182,0.1093,0.1135,-0.0298,15.386,0.041,26.4,1.256E+00,15.388,0.110,9.9,9.243E-01,12.066,null,1.0,9.982E-01,8.850,null,0.1,8.258E-01,1,0,0.000,0.000,0.000,0.000,467,372,344,393,0000,0,0nnn,ABUU,1111,23,23,6,23,0,11,0,11
15,4.257876,-41.875623,2.7021597933E+16,9.4975862503E+00,-1.1195988655E+00,2.5424851931E+18,7.3840312958E+00,DA,7.6147973633E+03,1.0723731232E+02,8.0855531693E+00,8.9784973534E-04,spec-104644-59828-27021597933232281.fits,5.1749463081E+00,59828,J003759.23-010707.3,9.4967966,-1.1187182,0.1093,0.1135,-0.0298,15.386,0.041,26.4,1.256E+00,15.388,0.110,9.9,9.243E-01,12.066,null,1.0,9.982E-01,8.850,null,0.1,8.258E-01,1,0,0.000,0.000,0.000,0.000,467,372,344,393,0000,0,0nnn,ABUU,1111,23,23,6,23,0,11,0,11
27,7.766672,56.525434,4.5550307230E+09,1.2903416443E+02,2.6991943359E+01,7.0386357409E+17,4.1593402863E+01,DA,1.2680078125E+04,5.9531532288E+01,7.8937382698E+00,7.8532495536E-05,spec-015060-59222-4555030723.fits,3.0924560547E+01,59222,J083608.68+265935.2,129.0361840,26.9931333,0.1814,0.1993,0.0131,16.141,0.066,16.4,9.669E-01,15.911,0.182,6.0,9.011E-01,12.220,null,0.2,8.913E-01,8.660,null,-0.7,9.474E-01,1,0,0.000,0.000,0.000,0.004,24,664,13,735,0000,0,0nnn,ABUU,1111,17,20,0,20,0,10,0,10
40,0.639231,104.794479,2.7021598865E+16,2.9953622437E+02,1.4798971415E+00,4.2407107652E+18,3.3962764740E+01,DA,3.2587552734E+04,1.2900431824E+02,8.4043159485E+00,4.2746373219E-04,spec-100980-59838-27021598864782315.fits,1.7433357239E+01,59838,J195808.73+012847.4,299.5363961,1.4798518,0.1638,0.1701,-0.0462,15.928,0.057,19.1,9.832E-01,16.796,0.420,2.6,1.026E+00,12.650,null,-1.1,1.010E+00,8.985,null,-0.3,9.127E-01,1,0,0.000,0.000,0.000,0.000,494,594,176,625,0000,0,0nnn,ACUU,0000,23,24,1,24,0,13,0,13
42,5.405633,14.127277,2.7021597836E+16,3.4096032715E+02,6.4675262451E+01,2.2113979153E+18,4.4828577042E+00,DA,8.1616992188E+03,1.4672161865E+02,8.4662742615E+00,1.0909447446E-03,spec-101716-59831-27021597836159141.fits,1.1575076580E+00,59831,J224350.68+644036.1,340.9611840,64.6767186,0.0853,0.0795,-0.0252,14.735,0.033,32.6,1.576E+00,15.201,0.077,14.2,1.055E+00,13.247,null,-1.4,8.409E-01,9.550,null,-0.2,1.007E+00,2,1,0.000,0.000,0.000,0.006,null,null,null,null,0h00,0,nnnn,AAUU,0000,64,64,26,64,0,40,0,40
43,5.405633,14.127277,2.7021597836E+16,3.4096032715E+02,6.4675262451E+01,2.2113979153E+18,4.4828577042E+00,DA,8.1616992188E+03,1.4672161865E+02,8.4662742615E+00,1.0909447446E-03,spec-101716-59898-27021597836159141.fits,3.2609527111E+00,59898,J224350.68+644036.1,340.9611840,64.6767186,0.0853,0.0795,-0.0252,14.735,0.033,32.6,1.576E+00,15.201,0.077,14.2,1.055E+00,13.247,null,-1.4,8.409E-01,9.550,null,-0.2,1.007E+00,2,1,0.000,0.000,0.000,0.006,null,null,null,null,0h00,0,nnnn,AAUU,0000,64,64,26,64,0,40,0,40
53,2.915700,-161.898166,2.7021598102E+16,1.1743962097E+02,9.6681194305E+00,3.1488262734E+18,8.1103004456E+01,DA,5.1708730469E+04,9.0904457092E+01,7.8960237503E+00,6.0914194910E-04,spec-100154-59940-27021598102020275.fits,2.4082624435E+01,59940,J074945.44+094002.4,117.4393657,9.6673496,0.0497,0.0490,-0.0087,13.436,0.024,46.0,9.949E-01,13.513,0.034,32.2,1.686E+00,12.208,null,0.9,1.050E+00,8.649,null,0.6,9.788E-01,1,0,0.000,0.000,0.000,0.000,63,83,54,88,0000,0,00nn,AAUU,0000,25,25,25,25,0,11,0,11
54,9.936909,-72.768123,4.5464514470E+09,1.2342140198E+02,2.0885648727E+01,6.7588656515E+17,1.4678771019E+01,DA,1.2100000000E+04,2.8019489288E+01,8.1127386093E+00,4.4316399726E-04,spec-015052-59229-4546451447.fits,1.0125711441E+01,59229,J081340.45+205311.2,123.4185802,20.8864664,0.1950,0.2181,0.0220,16.355,0.069,15.7,1.003E+00,16.297,0.238,4.6,9.796E-01,12.014,null,1.2,8.924E-01,8.756,null,0.4,9.695E-01,1,0,0.000,0.000,0.000,0.000,282,713,-221,804,0000,0,0nnn,ABUU,1100,14,25,0,25,0,12,0,12
55,8.124136,-89.584716,4.5463234740E+09,1.2021473694E+02,2.2599554062E+01,6.7413171023E+17,6.0211166382E+01,DA,1.2487061523E+04,1.2938173294E+01,7.9953322411E+00,4.6677745559E-05,spec-015051-59204-4546323474.fits,4.3924770355E+01,59204,J080050.95+223558.4,120.2122926,22.5995704,0.5386,0.5835,0.0520,17.482,0.185,5.9,1.029E+00,17.052,0.499,2.2,9.106E-01,12.451,null,0.2,8.871E-01,8.684,null,0.6,1.188E+00,1,0,0.000,0.000,0.000,0.000,8816,2324,-586,2486,0000,0,nnnn,BCUU,0000,4,22,0,22,0,10,0,10
56,6.539096,-52.865695,2.7021597832E+16,3.2266976929E+02,6.1936355591E+01,2.2161433431E+18,6.4458312988E+01,DA,7.1360771484E+03,2.5199939728E+01,7.2707214355E+00,5.9231894556E-04,spec-101764-59764-27021597832161944.fits,6.9103212357E+00,59764,J213040.00+615614.8,322.6666911,61.9374521,0.0355,0.0363,0.0090,9.798,0.023,47.8,2.102E+00,9.858,0.020,54.5,1.690E+00,9.842,0.037,29.5,1.115E+00,9.036,null,1.7,9.856E-01,1,0,0.000,0.000,0.000,0.000,-71,29,46,29,0000,0,000n,AAAU,0000,72,72,72,72,43,43,1,43
57,6.539096,-52.865695,2.7021597832E+16,3.2266976929E+02,6.1936355591E+01,2.2161433431E+18,6.4458312988E+01,DA,7.1360771484E+03,2.5199939728E+01,7.2707214355E+00,5.9231894556E-04,spec-101764-59882-27021597832161944.fits,1.1551953316E+01,59882,J213040.00+615614.8,322.6666911,61.9374521,0.0355,0.0363,0.0090,9.798,0.023,47.8,2.102E+00,9.858,0.020,54.5,1.690E+00,9.842,0.037,29.5,1.115E+00,9.036,null,1.7,9.856E-01,1,0,0.000,0.000,0.000,0.000,-71,29,46,29,0000,0,000n,AAAU,0000,72,72,72,72,43,43,1,43
66,9.484182,119.435513,2.7021597974E+16,6.6210823059E+01,-1.1137568951E+00,3.2063774308E+18,2.6729635620E+02,DA,2.0074625000E+04,7.4640419006E+01,8.3774776459E+00,1.6005295038E-05,spec-103619-59931-27021597973571963.fits,3.0900629044E+01,59931,J042451.14-010654.1,66.2131179,-1.1150516,0.2325,0.2525,-0.0702,16.626,0.083,13.0,8.660E-01,16.312,0.235,4.6,8.811E-01,11.879,null,1.6,1.039E+00,8.461,null,1.5,9.219E-01,1,0,0.000,0.000,0.000,0.000,480,948,-125,1033,0000,0,nnnn,ABUU,0000,9,26,2,26,0,13,0,13
67,9.484182,119.435513,2.7021597974E+16,6.6210823059E+01,-1.1137568951E+00,3.2063774308E+18,2.6729635620E+02,DA,2.0074625000E+04,7.4640419006E+01,8.3774776459E+00,1.6005295038E-05,spec-103619-59933-27021597973571963.fits,1.8487958908E+01,59933,J042451.14-010654.1,66.2131179,-1.1150516,0.2325,0.2525,-0.0702,16.626,0.083,13.0,8.660E-01,16.312,0.235,4.6,8.811E-01,11.879,null,1.6,1.039E+00,8.461,null,1.5,9.219E-01,1,0,0.000,0.000,0.000,0.000,480,948,-125,1033,0000,0,nnnn,ABUU,0000,9,26,2,26,0,13,0,13
68,5.927806,-20.587829,4.8616656910E+09,2.5462069702E+02,-1.1894609451E+01,4.3334506196E+18,7.5877757072E+00,DA,7.5033842773E+03,3.5379991531E+00,8.1660261154E+00,2.0269488450E-03,spec-015233-59275-4861665691.fits,5.4581608772E+00,59275,J165828.82-115335.0,254.6201053,-11.8930680,0.0651,0.0685,-0.0086,14.130,0.030,36.7,9.067E-01,14.249,0.051,21.4,7.687E-01,12.274,null,-0.8,1.159E+00,7.991,null,1.9,8.987E-01,1,0,0.000,0.000,0.000,0.000,117,136,-74,153,0000,0,00nn,AAUU,1233,26,26,25,26,0,8,0,7
69,7.906538,-19.266669,4.5451137370E+09,1.3101943970E+02,4.2576880455E+00,5.8215038138E+17,4.6660484314E+01,DA,3.0831693359E+04,5.1190170288E+01,7.8464584351E+00,7.9694436863E-05,spec-015257-59288-4545113737.fits,1.9862979889E+01,59288,J084404.49+041535.1,131.0187130,4.2597613,0.0417,0.0397,-0.0071,12.077,0.022,48.8,1.121E+00,12.132,0.024,45.2,9.812E-01,12.041,0.364,3.0,9.279E-01,8.893,null,-0.5,8.883E-01,1,0,0.000,0.000,0.000,0.000,12,52,-54,54,0000,0,00nn,AACU,0000,22,22,22,22,0,10,0,11
70,7.906538,-19.266669,4.5451137370E+09,1.3101943970E+02,4.2576880455E+00,5.8215038138E+17,4.6660484314E+01,DA,3.0831693359E+04,5.1190170288E+01,7.8464584351E+00,7.9694436863E-05,spec-015258-59291-4545113737.fits,2.5172834396E+01,59291,J084404.49+041535.1,131.0187130,4.2597613,0.0417,0.0397,-0.0071,12.077,0.022,48.8,1.121E+00,12.132,0.024,45.2,9.812E-01,12.041,0.364,3.0,9.279E-01,8.893,null,-0.5,8.883E-01,1,0,0.000,0.000,0.000,0.000,12,52,-54,54,0000,0,00nn,AACU,0000,22,22,22,22,0,10,0,11
71,8.705530,-35.314949,4.3477570620E+09,2.6337707520E+02,7.7665115356E+01,1.7052414483E+18,2.6948242188E+01,DA,2.9357343750E+04,3.4589897156E+01,7.9732141495E+00,2.8588090208E-04,spec-015370-59338-4347757062.fits,1.5587038994E+01,59338,J173328.92+774001.5,263.3705305,77.6670885,0.1858,0.1966,-0.0507,17.314,0.066,16.3,1.008E+00,17.107,0.171,6.4,9.281E-01,13.191,null,1.2,1.024E+00,9.887,null,-1.1,9.245E-01,1,0,0.002,0.000,0.000,0.000,-215,850,-125,888,dd00,0,nnnn,ABUU,0000,26,152,1,152,0,74,0,74
72,8.705530,-35.314949,4.3477570620E+09,2.6337707520E+02,7.7665115356E+01,1.7052414483E+18,2.6948242188E+01,DA,2.9357343750E+04,3.4589897156E+01,7.9732141495E+00,2.8588090208E-04,spec-015370-59363-4347757062.fits,6.3468489647E+00,59363,J173328.92+774001.5,263.3705305,77.6670885,0.1858,0.1966,-0.0507,17.314,0.066,16.3,1.008E+00,17.107,0.171,6.4,9.281E-01,13.191,null,1.2,1.024E+00,9.887,null,-1.1,9.245E-01,1,0,0.002,0.000,0.000,0.000,-215,850,-125,888,dd00,0,nnnn,ABUU,0000,26,152,1,152,0,74,0,74
73,8.705530,-35.314949,4.3477570620E+09,2.6337707520E+02,7.7665115356E+01,1.7052414483E+18,2.6948242188E+01,DA,2.9357343750E+04,3.4589897156E+01,7.9732141495E+00,2.8588090208E-04,spec-015370-59382-4347757062.fits,7.0949206352E+00,59382,J173328.92+774001.5,263.3705305,77.6670885,0.1858,0.1966,-0.0507,17.314,0.066,16.3,1.008E+00,17.107,0.171,6.4,9.281E-01,13.191,null,1.2,1.024E+00,9.887,null,-1.1,9.245E-01,1,0,0.002,0.000,0.000,0.000,-215,850,-125,888,dd00,0,nnnn,ABUU,0000,26,152,1,152,0,74,0,74
75,1.460691,31.781078,2.7021598735E+16,2.6467343140E+02,5.2675294876E+00,4.4856266366E+18,9.7104286194E+01,DA,8.7983222656E+03,6.5741662979E+00,8.1571865082E+00,1.5040684957E-04,spec-103184-59789-27021598735020412.fits,2.5408554077E+01,59789,J173841.67+051604.3,264.6736460,5.2678744,0.1195,0.1274,-0.0211,15.554,0.046,23.8,9.613E-01,15.676,0.115,9.4,8.861E-01,12.292,null,0.1,9.436E-01,8.723,null,0.7,1.040E+00,1,0,0.000,0.000,0.000,0.000,290,421,-295,452,0000,0,0nnn,ABUU,0000,26,27,3,27,0,11,0,11
80,5.414702,-165.609465,4.3420192510E+09,7.7940155029E+01,4.9867393494E+01,2.6155663638E+17,8.8552761078E+00,DA,1.0448373047E+04,1.4837351990E+02,8.5248222351E+00,2.4821847910E-04,spec-015121-59206-4342019251.fits,3.0442023277E+00,59206,J051145.49+495157.3,77.9395751,49.8659366,0.1402,0.1505,-0.0316,15.721,0.052,21.0,8.417E-01,16.229,0.188,5.8,8.853E-01,12.600,null,0.3,1.088E+00,9.023,null,0.0,9.479E-01,1,0,0.000,0.000,0.000,0.000,21,468,18,508,0000,0,0nnn,ABUU,0000,26,28,1,28,0,13,0,13
81,5.414702,-165.609465,4.3420192510E+09,7.7940155029E+01,4.9867393494E+01,2.6155663638E+17,8.8552761078E+00,DA,1.0448373047E+04,1.4837351990E+02,8.5248222351E+00,2.4821847910E-04,spec-015121-59212-4342019251.fits,5.1767363548E+00,59212,J051145.49+495157.3,77.9395751,49.8659366,0.1402,0.1505,-0.0316,15.721,0.052,21.0,8.417E-01,16.229,0.188,5.8,8.853E-01,12.600,null,0.3,1.088E+00,9.023,null,0.0,9.479E-01,1,0,0.000,0.000,0.000,0.000,21,468,18,508,0000,0,0nnn,ABUU,0000,26,28,1,28,0,13,0,13
87,2.157223,92.256784,2.7021598874E+16,3.0990963745E+02,2.0541512966E+00,4.2319957225E+18,1.3078581810E+01,DA,7.3355957031E+03,5.5089015961E+01,7.2891163826E+00,3.3292284934E-04,spec-101031-59838-27021598874007994.fits,9.4583272934E+00,59838,J203938.45+020314.8,309.9102366,2.0541277,0.5116,0.5434,-0.1394,17.417,0.177,6.1,9.989E-01,16.973,0.397,2.7,8.415E-01,12.188,null,0.4,7.821E-01,8.780,null,0.2,7.940E-01,1,0,0.000,0.000,0.000,0.000,-241,2357,-336,2494,0000,0,nnnn,BCUU,1122,3,25,1,25,0,11,0,11
87,7.978098,-117.692441,2.7021598874E+16,3.0990963745E+02,2.0541512966E+00,4.2319957225E+18,1.3078581810E+01,DA,7.3355957031E+03,5.5089015961E+01,7.2891163826E+00,3.3292284934E-04,spec-101031-59838-27021598874007994.fits,9.4583272934E+00,59838,J203937.84+020311.2,309.9076739,2.0531214,0.2586,0.2720,-0.0762,16.584,0.090,12.1,9.212E-01,16.653,0.295,3.7,8.663E-01,12.516,null,-0.4,8.733E-01,8.441,null,1.1,1.016E+00,1,0,0.000,0.000,0.000,0.000,55,1031,-438,1088,0000,0,1nnn,ABUU,1122,10,25,0,25,0,11,0,11
89,5.987835,-126.596106,4.2156143200E+09,3.0475262451E+02,4.0280735016E+01,2.0622832178E+18,3.9596164703E+01,DA,1.7750195312E+04,2.3456427455E-01,7.9329314232E+00,1.8050671497E-04,spec-015361-59335-4215614320.fits,6.9857055664E+01,59335,J201900.20+401647.0,304.7508741,40.2797434,0.0377,0.0355,0.0071,8.884,0.022,49.0,1.687E+00,8.944,0.020,55.2,1.565E+00,8.903,0.124,8.7,2.488E-01,8.107,null,-1.8,5.714E-01,1,0,0.000,0.000,0.000,0.000,151,32,17,30,hH00,0,0n0n,AABU,0000,44,44,44,44,19,19,0,19
90,5.987835,-126.596106,4.2156143200E+09,3.0475262451E+02,4.0280735016E+01,2.0622832178E+18,3.9596164703E+01,DA,1.7750195312E+04,2.3456427455E-01,7.9329314232E+00,1.8050671497E-04,spec-015361-59355-4215614320.fits,2.6919151306E+01,59355,J201900.20+401647.0,304.7508741,40.2797434,0.0377,0.0355,0.0071,8.884,0.022,49.0,1.687E+00,8.944,0.020,55.2,1.565E+00,8.903,0.124,8.7,2.488E-01,8.107,null,-1.8,5.714E-01,1,0,0.000,0.000,0.000,0.000,151,32,17,30,hH00,0,0n0n,AABU,0000,44,44,44,44,19,19,0,19
94,9.054417,7.976092,4.5972339850E+09,1.7110366821E+02,2.6795036316E+01,3.9946546271E+18,2.0756931305E+01,DA,8.9551425781E+03,6.6723537445E-01,8.2537250519E+00,4.0279747918E-04,spec-015293-59293-4597233985.fits,9.7215452194E+00,59293,J112424.97+264751.0,171.1040592,26.7975271,0.3344,0.3741,0.0661,17.036,0.117,9.3,9.547E-01,16.618,null,1.7,7.548E-01,12.128,null,0.9,9.908E-01,8.779,null,0.4,9.158E-01,1,0,0.000,0.000,0.000,0.000,679,1433,-229,1602,0000,0,nnnn,BUUU,0000,4,25,0,25,0,12,0,12
95,9.054417,7.976092,4.5972339850E+09,1.7110366821E+02,2.6795036316E+01,3.9946546271E+18,2.0756931305E+01,DA,8.9551425781E+03,6.6723537445E-01,8.2537250519E+00,4.0279747918E-04,spec-015293-59312-4597233985.fits,8.9440765381E+00,59312,J112424.97+264751.0,171.1040592,26.7975271,0.3344,0.3741,0.0661,17.036,0.117,9.3,9.547E-01,16.618,null,1.7,7.548E-01,12.128,null,0.9,9.908E-01,8.779,null,0.4,9.158E-01,1,0,0.000,0.000,0.000,0.000,679,1433,-229,1602,0000,0,nnnn,BUUU,0000,4,25,0,25,0,12,0,12
96,9.054417,7.976092,4.5972339850E+09,1.7110366821E+02,2.6795036316E+01,3.9946546271E+18,2.0756931305E+01,DA,8.9551425781E+03,6.6723537445E-01,8.2537250519E+00,4.0279747918E-04,spec-015293-59340-4597233985.fits,6.7080969810E+00,59340,J112424.97+264751.0,171.1040592,26.7975271,0.3344,0.3741,0.0661,17.036,0.117,9.3,9.547E-01,16.618,null,1.7,7.548E-01,12.128,null,0.9,9.908E-01,8.779,null,0.4,9.158E-01,1,0,0.000,0.000,0.000,0.000,679,1433,-229,1602,0000,0,nnnn,BUUU,0000,4,25,0,25,0,12,0,12
97,2.769462,-179.036747,4.5268325800E+09,9.6906959534E+01,1.0036619186E+01,3.3274884304E+18,5.3924343109E+01,DA,6.0000000000E+03,4.9462853931E-03,8.9899997711E+00,2.0042730284E-06,spec-015103-59268-4526832580.fits,3.8969985962E+01,59268,J062737.66+100209.0,96.9069464,10.0358500,0.1481,0.1666,-0.0343,15.672,0.054,20.1,9.068E-01,16.489,0.313,3.5,8.171E-01,12.309,null,-0.2,9.366E-01,8.829,null,0.1,9.961E-01,1,0,0.000,0.000,0.000,0.000,172,496,696,576,0000,0,0nnn,ABUU,3533,25,26,0,26,0,10,0,10
97,8.950895,-15.578936,4.5268325800E+09,9.6906959534E+01,1.0036619186E+01,3.3274884304E+18,5.3924343109E+01,DA,6.0000000000E+03,4.9462853931E-03,8.9899997711E+00,2.0042730284E-06,spec-015103-59268-4526832580.fits,3.8969985962E+01,59268,J062737.50+100220.4,96.9062814,10.0390142,0.1714,0.1883,-0.0378,15.865,0.062,17.4,9.018E-01,16.290,0.291,3.7,7.265E-01,12.360,null,-0.2,1.043E+00,8.983,null,0.0,9.417E-01,1,0,0.000,0.000,0.000,0.000,518,581,82,662,0000,0,0nnn,ABUU,3533,21,26,0,26,0,10,0,10
99,6.302202,-174.193067,4.5452525850E+09,1.3355320740E+02,4.6177983284E+00,5.8166429416E+17,1.0294472694E+01,DA,1.6887908203E+04,1.1209970093E+02,8.2097444534E+00,4.9709226005E-04,spec-015259-59292-4545252585.fits,6.9859457016E+00,59292,J085412.72+043657.8,133.5530297,4.6160567,0.2866,0.3211,-0.0204,16.884,0.108,10.1,9.542E-01,16.101,0.194,5.6,8.359E-01,12.557,null,-0.2,1.120E+00,8.909,null,-0.1,1.059E+00,1,0,0.000,0.000,0.000,0.000,183,1203,807,1357,0000,0,nnnn,ABUU,0000,7,24,1,24,0,11,0,11
102,3.642013,45.040774,2.7021597904E+16,2.6431314087E+02,5.4109104156E+01,1.4176426729E+18,2.6870058060E+01,DA,1.8900580078E+04,9.9634796143E+01,7.9968199730E+00,3.9103953168E-04,spec-101156-59987-27021597904244083.fits,1.1847363472E+01,59987,J173715.44+540635.3,264.3143620,54.1098190,0.0385,0.0359,-0.0067,11.294,0.023,47.5,3.560E+00,11.352,0.020,53.4,1.604E+00,11.156,0.076,14.3,9.153E-01,9.193,null,1.6,9.832E-01,1,0,0.000,0.001,0.000,0.000,-35,28,-75,28,0000,1,11nn,AAAU,0000,113,113,113,113,18,54,0,54
103,9.865487,-168.520933,2.7021597940E+16,3.3354058838E+02,3.4179189801E-01,2.6789511475E+18,2.7818582153E+02,DA,1.3500013672E+04,4.9784500122E+02,8.0000066757E+00,9.1001214741E-07,spec-104589-59845-27021597939669164.fits,6.8126001358E+00,59845,J221409.61+002020.7,333.5400430,0.3391063,0.6631,0.6707,-0.2384,17.609,0.206,5.3,7.584E-01,17.182,null,0.1,9.541E-01,12.374,null,-0.5,1.048E+00,8.772,null,0.3,9.853E-01,1,0,0.000,0.000,0.000,0.000,3796,2558,-1125,2637,0000,0,nnnn,BUUU,1111,1,23,0,23,0,10,0,10
105,7.438035,-67.317036,4.4010061790E+09,1.9935354233E+01,1.4488215446E+01,2.5905057107E+18,2.0802957535E+01,DA,3.7539222656E+04,1.3103152275E+01,6.5000000000E+00,4.4919765060E-05,spec-015010-59199-4401006179.fits,9.9884729385E+00,59199,J011944.01+142920.4,19.9333853,14.4890122,0.1978,0.2018,-0.0616,16.268,0.069,15.7,1.023E+00,15.801,0.153,7.1,8.766E-01,12.599,null,-1.6,1.074E+00,8.855,null,-0.6,9.744E-01,1,0,0.000,0.000,0.000,0.000,893,606,283,628,0000,0,0nnn,ABUU,1100,17,24,0,24,0,13,0,13
106,7.438035,-67.317036,4.4010061790E+09,1.9935354233E+01,1.4488215446E+01,2.5905057107E+18,2.0802957535E+01,DA,3.7539222656E+04,1.3103152275E+01,6.5000000000E+00,4.4919765060E-05,spec-015010-59219-4401006179.fits,1.0569950104E+01,59219,J011944.01+142920.4,19.9333853,14.4890122,0.1978,0.2018,-0.0616,16.268,0.069,15.7,1.023E+00,15.801,0.153,7.1,8.766E-01,12.599,null,-1.6,1.074E+00,8.855,null,-0.6,9.744E-01,1,0,0.000,0.000,0.000,0.000,893,606,283,628,0000,0,0nnn,ABUU,1100,17,24,0,24,0,13,0,13
112,3.835461,-101.316278,2.7021598101E+16,1.1950423431E+02,2.6530599594E+00,3.0882112969E+18,1.9490537643E+01,DA,1.4105402344E+04,2.6690780640E+02,8.1940031052E+00,2.0739789761E-04,spec-104365-59881-27021598101138751.fits,9.9729728699E+00,59881,J075800.76+023910.2,119.5031885,2.6528509,0.4148,0.4624,0.0639,17.244,0.150,7.2,8.836E-01,16.906,0.359,3.0,1.029E+00,12.412,null,-0.3,9.484E-01,8.741,null,-1.1,8.865E-01,1,0,0.000,0.000,0.000,0.000,1016,1755,889,1956,0000,0,nnnn,BCUU,1111,2,25,0,25,0,10,0,10
124,8.424301,56.062159,2.7021597837E+16,3.3886431885E+02,6.7641540527E+01,2.2248991278E+18,2.0372126770E+02,DA,8.1320727539E+03,1.1672469330E+02,8.3533897400E+00,1.0682780994E-03,spec-101715-59897-27021597837159456.fits,2.4467740059E+00,59897,J223528.66+673834.2,338.8694228,67.6428469,0.0520,0.0520,0.0079,13.953,0.025,43.2,1.062E+00,14.084,0.033,32.6,9.658E-01,12.794,0.344,3.2,9.041E-01,9.474,null,0.6,1.089E+00,1,0,0.000,0.000,0.000,0.000,53,54,-16,51,0000,0,00nn,AABU,0011,71,71,71,71,1,48,0,48
127,9.147580,38.278134,2.7021598867E+16,3.0511099243E+02,2.3914620876E+00,4.2432824155E+18,5.6642436981E+00,DA,7.9809213867E+03,1.1767687225E+02,7.9103446007E+00,1.7551002093E-03,spec-101003-59738-27021598867320727.fits,3.9769015312E+00,59738,J202027.01+022336.4,305.1125679,2.3934568,0.5710,0.6097,-0.1664,17.587,0.187,5.8,9.901E-01,17.045,null,0.6,8.485E-01,12.180,null,1.1,9.688E-01,9.005,null,-0.3,9.403E-01,1,0,0.000,0.000,0.000,0.000,1283,2841,-702,2998,0000,0,nnnn,BUUU,1111,3,25,0,25,0,13,0,13
128,4.013583,-8.850650,2.7021597942E+16,3.4416836548E+02,1.9855453491E+01,2.8321313280E+18,1.4910733032E+02,DA,1.5399828125E+04,1.0218738556E+02,7.2996006012E+00,4.8727195826E-04,spec-104663-59826-27021597942085342.fits,6.5105290413E+00,59826,J225640.36+195123.5,344.1681831,19.8565551,0.6181,0.6329,-0.2050,17.676,0.207,5.2,9.835E-01,17.294,0.526,2.1,8.501E-01,12.635,null,-0.5,8.998E-01,8.528,null,0.7,9.246E-01,1,0,0.000,0.000,0.000,0.000,-2183,3312,1408,3394,0000,0,nnnn,BCUU,1100,1,26,0,25,0,12,0,12
129,4.013583,-8.850650,2.7021597942E+16,3.4416836548E+02,1.9855453491E+01,2.8321313280E+18,1.4910733032E+02,DA,1.5399828125E+04,1.0218738556E+02,7.2996006012E+00,4.8727195826E-04,spec-104663-59839-27021597942085342.fits,4.3213658333E+00,59839,J225640.36+195123.5,344.1681831,19.8565551,0.6181,0.6329,-0.2050,17.676,0.207,5.2,9.835E-01,17.294,0.526,2.1,8.501E-01,12.635,null,-0.5,8.998E-01,8.528,null,0.7,9.246E-01,1,0,0.000,0.000,0.000,0.000,-2183,3312,1408,3394,0000,0,nnnn,BCUU,1100,1,26,0,25,0,12,0,12
132,7.834680,26.256646,4.4919504750E+09,1.3080390930E+02,-3.6185315251E-01,3.0749457235E+18,1.3642891884E+01,DA,1.1469595703E+04,1.4270217896E+02,8.2469997406E+00,2.1435650706E-04,spec-015164-59200-4491950475.fits,9.9228906631E+00,59200,J084313.16-002135.6,130.8048721,-0.3599014,0.0630,0.0662,-0.0112,14.360,0.029,37.9,9.832E-01,14.218,0.046,23.4,9.509E-01,12.510,null,-2.3,8.738E-01,9.085,null,0.1,1.081E+00,1,0,0.000,0.000,0.000,0.000,-133,139,-140,153,0000,0,00nn,AAUU,0000,25,25,24,24,0,12,0,13
141,7.856736,146.158193,2.7021598726E+16,3.1020883179E+02,-2.7621176243E+00,4.2252310802E+18,7.7914848328E+00,DA,1.8316431641E+04,6.6530471802E+01,8.0137567520E+00,7.5761554763E-04,spec-101058-59840-27021598725763865.fits,5.4253668785E+00,59840,J204050.41-024550.1,310.2100486,-2.7639303,0.1947,0.2035,-0.0546,16.306,0.067,16.1,9.383E-01,16.595,0.277,3.9,8.452E-01,12.681,null,-0.1,1.038E+00,9.035,null,-1.3,9.765E-01,1,0,0.000,0.000,0.000,0.000,-188,763,1050,800,0000,0,0nnn,ABUU,1111,19,28,0,28,1,15,0,15
